"Topic.ID","Topic.Name","Topic.URL"
17143,"citation","https://www.semanticscholar.org/topic/17143"
866116,"migration policy","https://www.semanticscholar.org/topic/866116"
28268,"water supply","https://www.semanticscholar.org/topic/28268"
203497,"ephrin type-b receptor 1, human","https://www.semanticscholar.org/topic/203497"
711739,"data interpretation, statistical","https://www.semanticscholar.org/topic/711739"
4525,"explanation","https://www.semanticscholar.org/topic/4525"
7353,"attempt","https://www.semanticscholar.org/topic/7353"
9397,"linear programming relaxation","https://www.semanticscholar.org/topic/9397"
618583,"sadness","https://www.semanticscholar.org/topic/618583"
11582,"vocal cord paralysis","https://www.semanticscholar.org/topic/11582"
4538,"judgment","https://www.semanticscholar.org/topic/4538"
877576,"self-replicating machine","https://www.semanticscholar.org/topic/877576"
3546414,"toshiko sato","https://www.semanticscholar.org/topic/3546414"
126,"sparse matrix","https://www.semanticscholar.org/topic/126"
35474,"robert","https://www.semanticscholar.org/topic/35474"
6033,"linda (coordination language)","https://www.semanticscholar.org/topic/6033"
32358,"adrenoleukodystrophy","https://www.semanticscholar.org/topic/32358"
281529,"manuscripts","https://www.semanticscholar.org/topic/281529"
41784,"javascript","https://www.semanticscholar.org/topic/41784"
914511,"acute bacterial endocarditis (abe)","https://www.semanticscholar.org/topic/914511"
6441,"hospital admission","https://www.semanticscholar.org/topic/6441"
1160133,"schedule (document type)","https://www.semanticscholar.org/topic/1160133"
1377,"slope","https://www.semanticscholar.org/topic/1377"
198638,"statistical estimation","https://www.semanticscholar.org/topic/198638"
116311,"tertiary","https://www.semanticscholar.org/topic/116311"
4913,"ninety","https://www.semanticscholar.org/topic/4913"
2901,"community","https://www.semanticscholar.org/topic/2901"
2115,"government","https://www.semanticscholar.org/topic/2115"
184208,"rural health services","https://www.semanticscholar.org/topic/184208"
57174,"population density","https://www.semanticscholar.org/topic/57174"
1966699,"urban health services","https://www.semanticscholar.org/topic/1966699"
271,"genetic linkage","https://www.semanticscholar.org/topic/271"
12567,"irrigation","https://www.semanticscholar.org/topic/12567"
335,"depressive disorder","https://www.semanticscholar.org/topic/335"
20517,"payment","https://www.semanticscholar.org/topic/20517"
67660,"federal government","https://www.semanticscholar.org/topic/67660"
4230,"agriculture","https://www.semanticscholar.org/topic/4230"
976870,"testicular regression syndrome","https://www.semanticscholar.org/topic/976870"
9840647,"accepting of extremity","https://www.semanticscholar.org/topic/9840647"
547280,"contain (action)","https://www.semanticscholar.org/topic/547280"
3555438,"non-t, non-b adult acute lymphoblastic leukemia","https://www.semanticscholar.org/topic/3555438"
13025,"responsibility","https://www.semanticscholar.org/topic/13025"
10455,"exclusion","https://www.semanticscholar.org/topic/10455"
1716081,"hemoglobin d punjab","https://www.semanticscholar.org/topic/1716081"
826,"projections and predictions","https://www.semanticscholar.org/topic/826"
28275,"large","https://www.semanticscholar.org/topic/28275"
581,"pain","https://www.semanticscholar.org/topic/581"
678470,"hallermann s syndrome","https://www.semanticscholar.org/topic/678470"
39409,"rigor - temperature-associated observation","https://www.semanticscholar.org/topic/39409"
1855191,"other social problem nos","https://www.semanticscholar.org/topic/1855191"
107532,"government programs","https://www.semanticscholar.org/topic/107532"
2390,"color","https://www.semanticscholar.org/topic/2390"
523868,"education resources information center","https://www.semanticscholar.org/topic/523868"
291460,"catherine","https://www.semanticscholar.org/topic/291460"
1424,"lamivudine","https://www.semanticscholar.org/topic/1424"
3637401,"co-ment","https://www.semanticscholar.org/topic/3637401"
72,"interaction","https://www.semanticscholar.org/topic/72"
55288,"eric","https://www.semanticscholar.org/topic/55288"
100239,"escalation","https://www.semanticscholar.org/topic/100239"
12787,"antisocial personality disorder","https://www.semanticscholar.org/topic/12787"
212862,"disruptive behavior disorder","https://www.semanticscholar.org/topic/212862"
20150,"social work (discipline)","https://www.semanticscholar.org/topic/20150"
4735071,"buffalo airstation","https://www.semanticscholar.org/topic/4735071"
508830,"providing (action)","https://www.semanticscholar.org/topic/508830"
481655,"speech discrimination tests","https://www.semanticscholar.org/topic/481655"
4553027,"apolipoprotein c-ii (wakayama)","https://www.semanticscholar.org/topic/4553027"
1248916,"bias variance tradeoff","https://www.semanticscholar.org/topic/1248916"
3823496,"no-spa","https://www.semanticscholar.org/topic/3823496"
1020221,"unconscious personality factor","https://www.semanticscholar.org/topic/1020221"
744,"inference","https://www.semanticscholar.org/topic/744"
12214,"female infertility","https://www.semanticscholar.org/topic/12214"
351,"estimated","https://www.semanticscholar.org/topic/351"
52597,"gonorrhea","https://www.semanticscholar.org/topic/52597"
36153,"autonomy","https://www.semanticscholar.org/topic/36153"
4540,"rule (guideline)","https://www.semanticscholar.org/topic/4540"
821274,"outlines (document)","https://www.semanticscholar.org/topic/821274"
27240,"sex factors","https://www.semanticscholar.org/topic/27240"
27822,"tension","https://www.semanticscholar.org/topic/27822"
1378,"public policy","https://www.semanticscholar.org/topic/1378"
2277,"plant roots","https://www.semanticscholar.org/topic/2277"
1133737,"accession number (identifier)","https://www.semanticscholar.org/topic/1133737"
8896,"universities","https://www.semanticscholar.org/topic/8896"
14543,"science","https://www.semanticscholar.org/topic/14543"
20679,"occupational diseases","https://www.semanticscholar.org/topic/20679"
62455,"legal status","https://www.semanticscholar.org/topic/62455"
917916,"agricultural workers diseases","https://www.semanticscholar.org/topic/917916"
1037731,"xenophobia","https://www.semanticscholar.org/topic/1037731"
50963,"mass media","https://www.semanticscholar.org/topic/50963"
27068,"social welfare","https://www.semanticscholar.org/topic/27068"
9582,"promotion (action)","https://www.semanticscholar.org/topic/9582"
150118,"process of absorption","https://www.semanticscholar.org/topic/150118"
129338,"contribution","https://www.semanticscholar.org/topic/129338"
44202,"aspirations (psychology)","https://www.semanticscholar.org/topic/44202"
7654,"plague","https://www.semanticscholar.org/topic/7654"
54964,"unstable medical device problem","https://www.semanticscholar.org/topic/54964"
488486,"underachievement","https://www.semanticscholar.org/topic/488486"
999582,"insertion mutation","https://www.semanticscholar.org/topic/999582"
2803,"clinical act of insertion","https://www.semanticscholar.org/topic/2803"
347805,"porphyria, erythropoietic","https://www.semanticscholar.org/topic/347805"
22822,"population growth","https://www.semanticscholar.org/topic/22822"
144792,"adjustment disorders","https://www.semanticscholar.org/topic/144792"
357506,"million","https://www.semanticscholar.org/topic/357506"
79307,"fever of unknown origin","https://www.semanticscholar.org/topic/79307"
5148,"revision procedure","https://www.semanticscholar.org/topic/5148"
27467,"sftpa1 gene","https://www.semanticscholar.org/topic/27467"
33389,"cns disorder","https://www.semanticscholar.org/topic/33389"
3996946,"positive regulation of apoptotic process involved in metanephric collecting duct development","https://www.semanticscholar.org/topic/3996946"
428,"review publication type","https://www.semanticscholar.org/topic/428"
1020,"mental disorders","https://www.semanticscholar.org/topic/1020"
4360,"stratification","https://www.semanticscholar.org/topic/4360"
59712,"poverty","https://www.semanticscholar.org/topic/59712"
30056,"urbanization","https://www.semanticscholar.org/topic/30056"
12040,"income","https://www.semanticscholar.org/topic/12040"
18142,"catabolism","https://www.semanticscholar.org/topic/18142"
4079,"avian crop","https://www.semanticscholar.org/topic/4079"
1077,"fatigue","https://www.semanticscholar.org/topic/1077"
2416,"marital status","https://www.semanticscholar.org/topic/2416"
3168,"government regulations","https://www.semanticscholar.org/topic/3168"
1552,"seventy nine","https://www.semanticscholar.org/topic/1552"
216080,"tapes genus","https://www.semanticscholar.org/topic/216080"
56485,"familial mediterranean fever","https://www.semanticscholar.org/topic/56485"
1534,"forty nine","https://www.semanticscholar.org/topic/1534"
1990549,"fifty nine","https://www.semanticscholar.org/topic/1990549"
9296,"fear (mental process)","https://www.semanticscholar.org/topic/9296"
17406,"mentally ill persons","https://www.semanticscholar.org/topic/17406"
16668,"economic recession","https://www.semanticscholar.org/topic/16668"
96227,"behaviorial habits","https://www.semanticscholar.org/topic/96227"
175051,"cdisc sdtm not done terminology","https://www.semanticscholar.org/topic/175051"
19298,"registration","https://www.semanticscholar.org/topic/19298"
9685,"stereotypic movement disorder","https://www.semanticscholar.org/topic/9685"
30159,"child care","https://www.semanticscholar.org/topic/30159"
112740,"hope (emotion)","https://www.semanticscholar.org/topic/112740"
482,"disabled persons","https://www.semanticscholar.org/topic/482"
1546,"complement system proteins","https://www.semanticscholar.org/topic/1546"
148457,"fill","https://www.semanticscholar.org/topic/148457"
1167,"categories","https://www.semanticscholar.org/topic/1167"
810,"birth injuries","https://www.semanticscholar.org/topic/810"
26484,"clothing","https://www.semanticscholar.org/topic/26484"
138807,"national academy of sciences (u.s.)","https://www.semanticscholar.org/topic/138807"
319983,"eligibility determination","https://www.semanticscholar.org/topic/319983"
4051,"license","https://www.semanticscholar.org/topic/4051"
6321838,"biologic segmentation","https://www.semanticscholar.org/topic/6321838"
276287,"wages","https://www.semanticscholar.org/topic/276287"
2533,"interview","https://www.semanticscholar.org/topic/2533"
29431,"scientific study","https://www.semanticscholar.org/topic/29431"
3676676,"document completion status - documented","https://www.semanticscholar.org/topic/3676676"
176,"per hour","https://www.semanticscholar.org/topic/176"
612,"eighty","https://www.semanticscholar.org/topic/612"
1890,"muscle rigidity","https://www.semanticscholar.org/topic/1890"
367857,"choice behavior","https://www.semanticscholar.org/topic/367857"
2457,"physical hard work","https://www.semanticscholar.org/topic/2457"
57206,"lung consolidation","https://www.semanticscholar.org/topic/57206"
150951,"occur (action)","https://www.semanticscholar.org/topic/150951"
2851,"emotional dependency","https://www.semanticscholar.org/topic/2851"
880668,"medicine, east asian traditional","https://www.semanticscholar.org/topic/880668"
2451,"archive","https://www.semanticscholar.org/topic/2451"
46383,"grief reaction","https://www.semanticscholar.org/topic/46383"
19481,"download","https://www.semanticscholar.org/topic/19481"
8956,"copy (object)","https://www.semanticscholar.org/topic/8956"
1093,"ethanol","https://www.semanticscholar.org/topic/1093"
3729,"smoke","https://www.semanticscholar.org/topic/3729"
1597,"carcinoma of lung","https://www.semanticscholar.org/topic/1597"
42105,"substance","https://www.semanticscholar.org/topic/42105"
6130,"cocaine","https://www.semanticscholar.org/topic/6130"
25788,"drug overdose","https://www.semanticscholar.org/topic/25788"
1821,"cardiovascular diseases","https://www.semanticscholar.org/topic/1821"
201208,"respiration disorders","https://www.semanticscholar.org/topic/201208"
19864,"peptic ulcer","https://www.semanticscholar.org/topic/19864"
53941,"addictive behavior","https://www.semanticscholar.org/topic/53941"
16777,"cigarette","https://www.semanticscholar.org/topic/16777"
11193,"epidemiology","https://www.semanticscholar.org/topic/11193"
6598,"morbidity - disease rate","https://www.semanticscholar.org/topic/6598"
67932,"abstract summary","https://www.semanticscholar.org/topic/67932"
1591,"non-small cell lung carcinoma","https://www.semanticscholar.org/topic/1591"
187423,"data table","https://www.semanticscholar.org/topic/187423"
46496,"government agencies","https://www.semanticscholar.org/topic/46496"
2154,"anthropology","https://www.semanticscholar.org/topic/2154"
39962,"eugenics","https://www.semanticscholar.org/topic/39962"
128271,"world war i","https://www.semanticscholar.org/topic/128271"
82633,"jurisdiction","https://www.semanticscholar.org/topic/82633"
191542,"international migration","https://www.semanticscholar.org/topic/191542"
75868,"illusions","https://www.semanticscholar.org/topic/75868"
910,"textiles","https://www.semanticscholar.org/topic/910"
425896,"textile industry","https://www.semanticscholar.org/topic/425896"
623453,"gain","https://www.semanticscholar.org/topic/623453"
29434,"fertility rate","https://www.semanticscholar.org/topic/29434"
77033,"floods","https://www.semanticscholar.org/topic/77033"
438435,"encephalomyelitis, western equine","https://www.semanticscholar.org/topic/438435"
193924,"platyrrhini","https://www.semanticscholar.org/topic/193924"
2607,"awards","https://www.semanticscholar.org/topic/2607"
250316,"mental association","https://www.semanticscholar.org/topic/250316"
529,"health care","https://www.semanticscholar.org/topic/529"
1891016,"eighty nine","https://www.semanticscholar.org/topic/1891016"
372623,"social organization","https://www.semanticscholar.org/topic/372623"
4528,"problem solving (mental process)","https://www.semanticscholar.org/topic/4528"
46378,"teams","https://www.semanticscholar.org/topic/46378"
507081,"high risk acute leukemia","https://www.semanticscholar.org/topic/507081"
18574,"sex ratio","https://www.semanticscholar.org/topic/18574"
1094,"one thousand","https://www.semanticscholar.org/topic/1094"
7896,"frustration","https://www.semanticscholar.org/topic/7896"
82860,"language disorders","https://www.semanticscholar.org/topic/82860"
9798943,"personnameuse - assigned","https://www.semanticscholar.org/topic/9798943"
69243,"philosophy","https://www.semanticscholar.org/topic/69243"
526804,"community health education","https://www.semanticscholar.org/topic/526804"
154633,"research report","https://www.semanticscholar.org/topic/154633"
14354,"small","https://www.semanticscholar.org/topic/14354"
30529,"holder","https://www.semanticscholar.org/topic/30529"
12659,"investments","https://www.semanticscholar.org/topic/12659"
2288,"accidental falls","https://www.semanticscholar.org/topic/2288"
501,"description","https://www.semanticscholar.org/topic/501"
10257,"cane, includes canes of all materials, adjustable or fixed, with tip","https://www.semanticscholar.org/topic/10257"
1759,"personality disorders","https://www.semanticscholar.org/topic/1759"
156359,"income tax","https://www.semanticscholar.org/topic/156359"
70010,"motivation","https://www.semanticscholar.org/topic/70010"
328206,"questionnaire domain","https://www.semanticscholar.org/topic/328206"
341138,"obstetric labor complications","https://www.semanticscholar.org/topic/341138"
771,"fruit","https://www.semanticscholar.org/topic/771"
31912,"vegetables","https://www.semanticscholar.org/topic/31912"
3118954,"other toxicity studies dependence","https://www.semanticscholar.org/topic/3118954"
280481,"community-acquired infections","https://www.semanticscholar.org/topic/280481"
658,"breeding","https://www.semanticscholar.org/topic/658"
1230,"power (psychology)","https://www.semanticscholar.org/topic/1230"
73400,"physical restraint equipment (device)","https://www.semanticscholar.org/topic/73400"
238269,"authorization documentation","https://www.semanticscholar.org/topic/238269"
73286,"conferences","https://www.semanticscholar.org/topic/73286"
4850062,"nanda-international terminology","https://www.semanticscholar.org/topic/4850062"
16222,"young adult","https://www.semanticscholar.org/topic/16222"
2899,"auditory recruitment","https://www.semanticscholar.org/topic/2899"
4942,"languages","https://www.semanticscholar.org/topic/4942"
20805,"advocate (person)","https://www.semanticscholar.org/topic/20805"
11047,"linguistics","https://www.semanticscholar.org/topic/11047"
21509,"multilingualism","https://www.semanticscholar.org/topic/21509"
684778,"mucopolysaccharidosis iii","https://www.semanticscholar.org/topic/684778"
141400,"stmn1 wt allele","https://www.semanticscholar.org/topic/141400"
20496,"prejudice","https://www.semanticscholar.org/topic/20496"
14305,"eyespot apparatus","https://www.semanticscholar.org/topic/14305"
41612,"pride","https://www.semanticscholar.org/topic/41612"
136975,"assumed","https://www.semanticscholar.org/topic/136975"
112374,"reluctance","https://www.semanticscholar.org/topic/112374"
28901,"dual","https://www.semanticscholar.org/topic/28901"
409981,"abortion applicants","https://www.semanticscholar.org/topic/409981"
128085,"encephalomyelitis, eastern equine","https://www.semanticscholar.org/topic/128085"
2407,"instrument - device","https://www.semanticscholar.org/topic/2407"
13649,"denominator","https://www.semanticscholar.org/topic/13649"
183702,"medical device incompatibility problem","https://www.semanticscholar.org/topic/183702"
1667920,"arrival - action","https://www.semanticscholar.org/topic/1667920"
91887,"k ppen climate classification","https://www.semanticscholar.org/topic/91887"
639621,"brain drain (human capital flight)","https://www.semanticscholar.org/topic/639621"
4555,"manufactured supplies","https://www.semanticscholar.org/topic/4555"
463735,"hearing loss, high-frequency","https://www.semanticscholar.org/topic/463735"
22236,"pensions","https://www.semanticscholar.org/topic/22236"
7796,"accreditation","https://www.semanticscholar.org/topic/7796"
1817249,"contents - htmllinktype","https://www.semanticscholar.org/topic/1817249"
10302,"face","https://www.semanticscholar.org/topic/10302"
537346,"expenditures, out-of-pocket","https://www.semanticscholar.org/topic/537346"
5896,"pessimism","https://www.semanticscholar.org/topic/5896"
2830442,"distribution of wealth and income control","https://www.semanticscholar.org/topic/2830442"
3647997,"dermox","https://www.semanticscholar.org/topic/3647997"
38961,"increment","https://www.semanticscholar.org/topic/38961"
38314,"institutionalization","https://www.semanticscholar.org/topic/38314"
1760342,"customary","https://www.semanticscholar.org/topic/1760342"
188,"confidence intervals","https://www.semanticscholar.org/topic/188"
53367,"seasonal affective disorder","https://www.semanticscholar.org/topic/53367"
35886,"grapes (dietary)","https://www.semanticscholar.org/topic/35886"
2984862,"trade unions","https://www.semanticscholar.org/topic/2984862"
53061,"united states indian health service","https://www.semanticscholar.org/topic/53061"
2625968,"apple allergenic extract","https://www.semanticscholar.org/topic/2625968"
84519,"west nile fever","https://www.semanticscholar.org/topic/84519"
349777,"asylums","https://www.semanticscholar.org/topic/349777"
